Column,Method,sem_sample,sem_population,sev_sample,sev_population
TP_ATR_19_residual,Freedman-Diaconis,7.55975491614226e-05,2.465561615629962e-08,6.566800153675964e-08,3.494536388239133e-08
SL_ATR_19_residual,Sturges,9.31065217386492e-05,2.8193134076742763e-08,8.670630207264518e-08,3.995922564056851e-08
SL_ATR_19_residual,Rice,8.399040658448887e-05,1.9196864318834993e-08,6.467377719230473e-08,2.7208462557573532e-08
SL_ATR_19_residual,Square-root,7.753068347600746e-05,1.1968936177842891e-08,4.735703228050664e-08,1.6964038836765026e-08
SL_ATR_19_residual,Freedman-Diaconis,8.590992918007589e-05,2.2043792139845876e-08,7.080890776730575e-08,3.12435241038537e-08
PC_ATR_19_residual,Sturges,5.6461269734754464e-05,2.1581842775072344e-08,4.575681258110787e-08,3.058878529931866e-08
PC_ATR_19_residual,Rice,4.7624448032009635e-05,1.2494678167782353e-08,2.9399914978820042e-08,1.7709193410482412e-08
PC_ATR_19_residual,Square-root,4.604083964715352e-05,9.285760487076118e-09,2.4540800536061202e-08,1.3161069554641674e-08
PC_ATR_19_residual,Freedman-Diaconis,3.505955364460622e-05,4.2423176153823784e-09,1.265744411860945e-08,6.012801782539818e-09
TP_ATR_20_residual,Sturges,7.450745523333895e-05,2.100203549504547e-08,5.9799189958166e-08,2.9767001886819284e-08
TP_ATR_20_residual,Rice,7.122619866295936e-05,1.5152319476894466e-08,4.867216971987255e-08,2.1475971820198547e-08
TP_ATR_20_residual,Square-root,5.5646750227778334e-05,9.248668181953668e-09,2.9708504240638853e-08,1.3108497187700055e-08
TP_ATR_20_residual,Freedman-Diaconis,7.832405137734723e-05,2.7280489666562788e-08,7.154974989549678e-08,3.8665699216130684e-08
SL_ATR_20_residual,Sturges,9.17903252459986e-05,2.796088370460011e-08,8.511003705457748e-08,3.96300481535856e-08
SL_ATR_20_residual,Rice,8.396243478513494e-05,1.91840799677747e-08,6.463070701905722e-08,2.7190342799504215e-08
SL_ATR_20_residual,Square-root,7.988874104439642e-05,1.3978873207801043e-08,5.2653240301683694e-08,1.9812800775924044e-08
SL_ATR_20_residual,Freedman-Diaconis,9.088436657460119e-05,2.3574033503281173e-08,7.75063308088098e-08,3.341239471467679e-08
PC_ATR_20_residual,Sturges,5.587967073131935e-05,2.093226007129726e-08,4.460094374655778e-08,2.9668106464475263e-08
PC_ATR_20_residual,Rice,4.738427585892685e-05,1.2070925965084563e-08,2.8755671866426396e-08,1.7108592929627848e-08
PC_ATR_20_residual,Square-root,4.521912756791419e-05,8.414399332574836e-09,2.2955466766352608e-08,1.1926055494396915e-08
PC_ATR_20_residual,Freedman-Diaconis,3.505147541307951e-05,3.914181098899822e-09,1.2165218477494376e-08,5.547721133210622e-09
TP_ATR_21_residual,Sturges,7.58498325498294e-05,2.2147479974370203e-08,6.250500816758026e-08,3.1390484905184314e-08
TP_ATR_21_residual,Rice,6.897377215532275e-05,1.3893373272666492e-08,4.514414193259811e-08,1.9691618391908287e-08
TP_ATR_21_residual,Square-root,5.6869024481756595e-05,9.230114405127525e-09,3.0346622710424253e-08,1.3082200198061994e-08
TP_ATR_21_residual,Freedman-Diaconis,7.962622770668359e-05,2.7774310731413904e-08,7.340312305436545e-08,3.936561102099559e-08
SL_ATR_21_residual,Sturges,0.00010238817288601744,4.1052411094699784e-08,1.1485571213156639e-07,5.818517918430761e-08
SL_ATR_21_residual,Rice,8.811949483297123e-05,2.216151899802174e-08,7.286228818022687e-08,3.1410382959524e-08
SL_ATR_21_residual,Square-root,8.016320254738401e-05,1.492812400167013e-08,5.454986772480725e-08,2.115821085195366e-08
SL_ATR_21_residual,Freedman-Diaconis,8.811949483297123e-05,2.216151899802174e-08,7.286228818022687e-08,3.1410382959524e-08
PC_ATR_21_residual,Sturges,6.06876042030665e-05,2.5667073626080774e-08,5.362750760777637e-08,3.637894190003233e-08
PC_ATR_21_residual,Rice,4.850715015897386e-05,1.3274479998042065e-08,3.0860701995912244e-08,1.8814436878819657e-08
PC_ATR_21_residual,Square-root,4.751768788157536e-05,9.741167904568393e-09,2.5944718836953058e-08,1.380653620281309e-08
PC_ATR_21_residual,Freedman-Diaconis,3.7831204993435235e-05,4.4646279990217716e-09,1.4026014680043585e-08,6.3278909371512584e-09
TP_ATR_22_residual,Sturges,7.62635878283631e-05,2.1617703906700856e-08,6.210923009692409e-08,3.063961267617464e-08
TP_ATR_22_residual,Rice,6.537499455190814e-05,1.2765061648105878e-08,4.1003837595205194e-08,1.8092418435068903e-08
TP_ATR_22_residual,Square-root,5.7073382255405843e-05,9.296570080839933e-09,3.056511461954842e-08,1.3176390412376591e-08
TP_ATR_22_residual,Freedman-Diaconis,8.044510850622833e-05,2.7918990546437664e-08,7.435970378861566e-08,3.95706713508771e-08
SL_ATR_22_residual,Sturges,0.00011358882540048278,4.881273525250959e-08,1.3898472023966873e-07,6.918418848996985e-08
SL_ATR_22_residual,Rice,9.791815502766278e-05,2.7364150529407822e-08,8.996741702853489e-08,3.878427501145055e-08
SL_ATR_22_residual,Square-root,7.815908631399998e-05,1.70292416936489e-08,5.6667141721864807e-08,2.4136206690324465e-08
SL_ATR_22_residual,Freedman-Diaconis,9.21005684374879e-05,2.477218810747655e-08,8.049299143967406e-08,3.511058584344613e-08
PC_ATR_22_residual,Sturges,5.930390025408805e-05,2.4743404216876663e-08,5.1450870483343384e-08,3.506978931560487e-08
PC_ATR_22_residual,Rice,4.830622958897238e-05,1.30098604980852e-08,3.042716712966906e-08,1.8439381367825814e-08
PC_ATR_22_residual,Square-root,4.743997958397984e-05,9.709333417196904e-09,2.5859930561844437e-08,1.3761415945499146e-08
PC_ATR_22_residual,Freedman-Diaconis,3.3841261980674164e-05,3.4965359925829754e-09,1.1106051235582648e-08,4.955776477622967e-09
TP_ATR_23_residual,Sturges,7.606689366725166e-05,2.1506337711776267e-08,6.178926694748683e-08,3.048176903596033e-08
TP_ATR_23_residual,Rice,6.698082567326476e-05,1.3995419575306017e-08,4.3967820042257073e-08,1.9836252586242942e-08
TP_ATR_23_residual,Square-root,5.667060672340943e-05,9.378977034842125e-09,3.047538291341313e-08,1.3293188993916412e-08
TP_ATR_23_residual,Freedman-Diaconis,8.013438393438948e-05,2.8129940390905816e-08,7.434299615904495e-08,3.9869658771395885e-08
SL_ATR_23_residual,Sturges,0.00010889035457051026,4.2497135259508965e-08,1.2437974061433345e-07,6.023284294289679e-08
SL_ATR_23_residual,Rice,0.00010286682628064758,2.949762455068177e-08,9.815739895777333e-08,4.180813073399342e-08
SL_ATR_23_residual,Square-root,7.709781347463825e-05,1.5780878845848373e-08,5.3842697351397786e-08,2.2366853464791655e-08
SL_ATR_23_residual,Freedman-Diaconis,0.00010286682628064758,2.949762455068177e-08,9.815739895777333e-08,4.180813073399342e-08
PC_ATR_23_residual,Sturges,5.857211853349892e-05,2.4364231327352224e-08,5.04228870195006e-08,3.453237282944726e-08
PC_ATR_23_residual,Rice,4.7497465571799886e-05,1.242813714387121e-08,2.9243344283735192e-08,1.7614882228845705e-08
PC_ATR_23_residual,Square-root,4.6575233144927694e-05,9.502570099855789e-09,2.5113794150201033e-08,1.3468362252733512e-08
PC_ATR_23_residual,Freedman-Diaconis,3.455205154804387e-05,3.4072437604958366e-09,1.1202281612541478e-08,4.829219123615866e-09
TP_ATR_24_residual,Sturges,7.779578005065586e-05,2.289675866548071e-08,6.519404374811053e-08,3.245246674105454e-08
TP_ATR_24_residual,Rice,6.606816507570767e-05,1.361662319969932e-08,4.2777798493726945e-08,1.9299369747907346e-08
TP_ATR_24_residual,Square-root,5.527109603232336e-05,8.718698919325426e-09,2.8665199044940428e-08,1.235735113595985e-08
TP_ATR_24_residual,Freedman-Diaconis,7.963359104098724e-05,2.6516745586381057e-08,7.175502225962981e-08,3.7583215021625835e-08
SL_ATR_24_residual,Sturges,0.00010518806006957392,4.332833240253957e-08,1.2122324464906802e-07,6.141093098730316e-08
SL_ATR_24_residual,Rice,9.016658355981239e-05,2.212392395285795e-08,7.453497115894929e-08,3.135709803956519e-08
SL_ATR_24_residual,Square-root,7.459631379487431e-05,1.4034773312619157e-08,4.916233103109879e-08,1.989203016899819e-08
SL_ATR_24_residual,Freedman-Diaconis,9.016658355981239e-05,2.212392395285795e-08,7.453497115894929e-08,3.135709803956519e-08
PC_ATR_24_residual,Sturges,5.770304843126585e-05,2.3425585336304933e-08,4.8710627954445336e-08,3.320199335298406e-08
PC_ATR_24_residual,Rice,4.824991386378694e-05,1.282502583176592e-08,3.0177221373122514e-08,1.8177408005178484e-08
PC_ATR_24_residual,Square-root,4.7121828523338266e-05,9.874296030506272e-09,2.589775403638627e-08,1.3995223874392181e-08
PC_ATR_24_residual,Freedman-Diaconis,3.462023083018351e-05,3.5002548520787294e-09,1.1373479913145676e-08,4.961047361850024e-09
TP_ATR_25_residual,Sturges,8.031448385998099e-05,2.4831491741558903e-08,7.007987346260043e-08,3.519463919094386e-08
TP_ATR_25_residual,Rice,6.580237511294505e-05,1.3794674203997808e-08,4.287364873450995e-08,1.955172836248799e-08
TP_ATR_25_residual,Square-root,5.5638646904348115e-05,8.835042568932165e-09,2.904771183778383e-08,1.2522249516318276e-08
TP_ATR_25_residual,Freedman-Diaconis,8.031448385998099e-05,2.4831491741558903e-08,7.007987346260043e-08,3.519463919094386e-08
SL_ATR_25_residual,Sturges,0.00010328604743015796,4.248363196976384e-08,1.1784836417217683e-07,6.021370420506274e-08
SL_ATR_25_residual,Rice,9.526014890800655e-05,2.469411351680045e-08,8.319387838669449e-08,3.4999927688977416e-08
SL_ATR_25_residual,Square-root,6.894314028644404e-05,1.1041732919576476e-08,4.034834317749233e-08,1.5649877590594747e-08
SL_ATR_25_residual,Freedman-Diaconis,9.526014890800655e-05,2.469411351680045e-08,8.319387838669449e-08,3.4999927688977416e-08
PC_ATR_25_residual,Sturges,5.869242575403547e-05,2.40071435301584e-08,5.015933218800427e-08,3.402625840376046e-08
PC_ATR_25_residual,Rice,5.064742801292621e-05,1.481225280564044e-08,3.403296730410297e-08,2.0993982098428435e-08
PC_ATR_25_residual,Square-root,4.7349185294933304e-05,1.0118613457868769e-08,2.633974285412405e-08,1.4341504468146912e-08
PC_ATR_25_residual,Freedman-Diaconis,3.6642746562946086e-05,4.099406078511115e-09,1.302094817270009e-08,5.8102477020699185e-09
TP_ATR_26_residual,Sturges,8.266091445472863e-05,2.7664149143758895e-08,7.609736494814321e-08,3.920947471752372e-08
TP_ATR_26_residual,Rice,6.357968679539888e-05,1.3415097828831909e-08,4.0834169812552246e-08,1.901374000043514e-08
TP_ATR_26_residual,Square-root,5.609140496044287e-05,8.352946488152201e-09,2.849937409362462e-08,1.1838955987479573e-08
TP_ATR_26_residual,Freedman-Diaconis,8.266091445472863e-05,2.7664149143758895e-08,7.609736494814321e-08,3.920947471752372e-08
SL_ATR_26_residual,Sturges,9.968231462604824e-05,3.7592235664343335e-08,1.0703654138545407e-07,5.3280937945955055e-08
SL_ATR_26_residual,Rice,9.790850487042643e-05,2.6086256808437403e-08,8.788397587176928e-08,3.6973066530622365e-08
SL_ATR_26_residual,Square-root,7.705791811559225e-05,1.3399868342784438e-08,4.9701727946364534e-08,1.8992154657432684e-08
SL_ATR_26_residual,Freedman-Diaconis,9.790850487042643e-05,2.6086256808437403e-08,8.788397587176928e-08,3.6973066530622365e-08
PC_ATR_26_residual,Sturges,5.667458508668587e-05,2.174522681021586e-08,4.61032117627126e-08,3.0820355847970505e-08
PC_ATR_26_residual,Rice,5.151421184246071e-05,1.497132079771866e-08,3.4805541888777997e-08,2.1219435351349656e-08
PC_ATR_26_residual,Square-root,4.6639340826730654e-05,9.673122363423226e-09,2.5370126939465267e-08,1.3710092610374836e-08
PC_ATR_26_residual,Freedman-Diaconis,3.335757971103968e-05,3.397300539254414e-09,1.0790849552719627e-08,4.81512620935885e-09
TP_ATR_27_residual,Sturges,8.10177579121399e-05,2.6575249287357696e-08,7.31020655325009e-08,3.766613459281541e-08
TP_ATR_27_residual,Rice,6.297999576767166e-05,1.3953019309049184e-08,4.122820718474967e-08,1.977615703950574e-08
TP_ATR_27_residual,Square-root,5.758626528851748e-05,8.583995981920462e-09,2.967055252266236e-08,1.2166431422828254e-08
TP_ATR_27_residual,Freedman-Diaconis,8.10177579121399e-05,2.6575249287357696e-08,7.31020655325009e-08,3.766613459281541e-08
SL_ATR_27_residual,Sturges,9.805361541161715e-05,3.57357022907888e-08,1.0267126267585679e-07,5.064960097642285e-08
SL_ATR_27_residual,Rice,9.89825164120658e-05,2.7311989888800992e-08,9.088439929254399e-08,3.87103457064683e-08
SL_ATR_27_residual,Square-root,6.968234938227428e-05,1.0312943043209529e-08,3.946659860646054e-08,1.4616935348875965e-08
SL_ATR_27_residual,Freedman-Diaconis,9.89825164120658e-05,2.7311989888800992e-08,9.088439929254399e-08,3.87103457064683e-08
PC_ATR_27_residual,Sturges,5.529614519067898e-05,2.0700315119437794e-08,4.388783891911258e-08,2.9339361861540575e-08
PC_ATR_27_residual,Rice,5.147184583538064e-05,1.4770862081070194e-08,3.454575775475551e-08,2.0935317414394836e-08
PC_ATR_27_residual,Square-root,4.7556889152022514e-05,1.0057470112813411e-08,2.637817282419406e-08,1.4254843626722343e-08
PC_ATR_27_residual,Freedman-Diaconis,3.28330109735981e-05,3.2197415258040055e-09,1.0342430163053342e-08,4.563464912545646e-09
TP_ATR_28_residual,Sturges,7.900842561457668e-05,2.5687721050207714e-08,7.007911124310016e-08,3.6408206297432744e-08
TP_ATR_28_residual,Rice,5.781122704833538e-05,1.0869448927452256e-08,3.3428341790645944e-08,1.540569278670561e-08
TP_ATR_28_residual,Square-root,5.861585101749212e-05,8.437600230436724e-09,2.9963712466774007e-08,1.1958939029452057e-08
TP_ATR_28_residual,Freedman-Diaconis,7.900842561457668e-05,2.5687721050207714e-08,7.007911124310016e-08,3.6408206297432744e-08
SL_ATR_28_residual,Sturges,9.68268615806066e-05,3.4847113449305544e-08,1.0011828253257083e-07,4.939016944526109e-08
SL_ATR_28_residual,Rice,8.641172893146431e-05,2.031965441069234e-08,6.845643018335929e-08,2.879983663132482e-08
SL_ATR_28_residual,Square-root,7.127008737634928e-05,1.1125398957425012e-08,4.19052591757178e-08,1.5768460720648382e-08
SL_ATR_28_residual,Freedman-Diaconis,9.012581770558285e-05,2.264304334622484e-08,7.534783811268547e-08,3.209286614954111e-08
PC_ATR_28_residual,Sturges,5.282231659055492e-05,1.8704380679269236e-08,3.9853939691596265e-08,2.6510446337591437e-08
PC_ATR_28_residual,Rice,5.130303699521207e-05,1.4150058653031983e-08,3.370863550105658e-08,2.0055428566567835e-08
PC_ATR_28_residual,Square-root,3.9361518448062914e-05,6.99261587474676e-09,1.8202464674175726e-08,9.910906492206108e-09
PC_ATR_28_residual,Freedman-Diaconis,3.6621750416165636e-05,4.0056941132329514e-09,1.2867061311799088e-08,5.67742608828345e-09
TP_ATR_29_residual,Sturges,7.613505992180633e-05,2.3853282335633122e-08,6.507454760368446e-08,3.3808184947555575e-08
TP_ATR_29_residual,Rice,5.678488421835978e-05,1.0486936557232935e-08,3.225194781371241e-08,1.4863543124653264e-08
TP_ATR_29_residual,Square-root,6.086893677992261e-05,9.344629774116163e-09,3.2733252763341374e-08,1.324450728518023e-08
TP_ATR_29_residual,Freedman-Diaconis,8.55359214420937e-05,3.156439753807102e-08,8.406891528879263e-08,4.4737448486539645e-08
SL_ATR_29_residual,Sturges,9.533249943850046e-05,3.197016665004775e-08,9.446504911838769e-08,4.531256083337259e-08
SL_ATR_29_residual,Rice,8.735976158982781e-05,1.975488740513493e-08,6.828270022118565e-08,2.7999370384898058e-08
SL_ATR_29_residual,Square-root,8.290177980005993e-05,1.4140881212419256e-08,5.501026956988527e-08,2.0042421022984755e-08
SL_ATR_29_residual,Freedman-Diaconis,8.958394165368592e-05,2.1838925295587027e-08,7.357481749247985e-08,3.095315835616042e-08
PC_ATR_29_residual,Sturges,5.189908726298576e-05,1.8235038447174014e-08,3.8661074743829e-08,2.584522933461864e-08
PC_ATR_29_residual,Rice,5.12475822497198e-05,1.4119484876009206e-08,3.363580185910341e-08,2.0012095163072786e-08
PC_ATR_29_residual,Square-root,4.19401278794889e-05,8.756041987767682e-09,2.16880198485446e-08,1.2410278919509329e-08
PC_ATR_29_residual,Freedman-Diaconis,3.386423904288369e-05,3.653515473119325e-09,1.135507346706452e-08,5.178269601892744e-09
TP_ATR_30_residual,Sturges,6.97913071141873e-05,1.810413431196578e-08,5.2014490000437085e-08,2.5659693811613964e-08
TP_ATR_30_residual,Rice,5.5581444579869516e-05,9.842104431040629e-09,3.058911881097638e-08,1.3949597468215522e-08
TP_ATR_30_residual,Square-root,5.591623729403694e-05,8.09333574192334e-09,2.7974587094407382e-08,1.1470999577985067e-08
TP_ATR_30_residual,Freedman-Diaconis,8.152620195529998e-05,2.7350998248861374e-08,7.461672622283069e-08,3.876563377260804e-08
SL_ATR_30_residual,Sturges,9.476510366120247e-05,3.0398638411378786e-08,9.16003336935682e-08,4.308517272822038e-08
SL_ATR_30_residual,Rice,8.715762449706005e-05,1.9159379414859428e-08,6.71132858481459e-08,2.715533374500529e-08
SL_ATR_30_residual,Square-root,8.533649486060831e-05,1.5467020131345143e-08,5.91907346529734e-08,2.1922009299614597e-08
SL_ATR_30_residual,Freedman-Diaconis,8.783958526758102e-05,2.0996721186895775e-08,7.073745197427385e-08,2.9759469711152e-08
PC_ATR_30_residual,Sturges,4.9545137362728425e-05,1.661840415967715e-08,3.523356241894881e-08,2.3553910671836247e-08
PC_ATR_30_residual,Rice,5.2980369957275275e-05,1.471784198547015e-08,3.5507881431001295e-08,2.0860169970417885e-08
PC_ATR_30_residual,Square-root,3.985134239475401e-05,7.800181379468443e-09,1.9452310711380767e-08,1.1055500496365914e-08
PC_ATR_30_residual,Freedman-Diaconis,3.230845657576028e-05,3.4640926490714312e-09,1.0544339615219454e-08,4.9097932648172045e-09
TP_ATR_31_residual,Sturges,6.993288097996642e-05,1.9151461553130595e-08,5.358162155131306e-08,2.7144111451572002e-08
TP_ATR_31_residual,Rice,5.595399539610397e-05,9.974485752748545e-09,3.1000558052090924e-08,1.4137226665108785e-08
TP_ATR_31_residual,Square-root,5.352054595128487e-05,7.4146857301883465e-09,2.562883566813707e-08,1.0509122516851106e-08
TP_ATR_31_residual,Freedman-Diaconis,8.110332777667458e-05,2.706799635991142e-08,7.384466392820486e-08,3.836452418661891e-08
SL_ATR_31_residual,Sturges,0.00010124573208861194,3.469849973707838e-08,1.0455712231482165e-07,4.917953344984451e-08
SL_ATR_31_residual,Rice,8.516213770270157e-05,1.973622269358838e-08,6.649086266919585e-08,2.7972916163165397e-08
SL_ATR_31_residual,Square-root,8.069885627380221e-05,1.469605429001098e-08,5.450943796775774e-08,2.082928942210172e-08
SL_ATR_31_residual,Freedman-Diaconis,8.670844836459871e-05,2.0459440709803653e-08,6.89273668849534e-08,2.8997961190745722e-08
PC_ATR_31_residual,Sturges,4.885781198445218e-05,1.616051776616041e-08,3.42627731258406e-08,2.2904930474513128e-08
PC_ATR_31_residual,Rice,5.318303295364007e-05,1.426746663130463e-08,3.510299403189184e-08,2.0221835461346865e-08
PC_ATR_31_residual,Square-root,3.932046973655556e-05,7.593748089144322e-09,1.8937501592309858e-08,1.0762914563729527e-08
PC_ATR_31_residual,Freedman-Diaconis,3.237386641707809e-05,3.408570587670498e-09,1.048285551389954e-08,4.831099687384123e-09
TP_ATR_32_residual,Sturges,6.695716984064661e-05,1.8449004549273814e-08,5.0331044922436426e-08,2.6148491814411255e-08
TP_ATR_32_residual,Rice,5.608453624682069e-05,1.002108105741996e-08,3.1145375587874465e-08,1.4203268002978065e-08
TP_ATR_32_residual,Square-root,5.370113273260317e-05,7.84761739371962e-09,2.643843548521152e-08,1.1122733404626217e-08
TP_ATR_32_residual,Freedman-Diaconis,7.63524580016943e-05,2.3602768783294474e-08,6.492549257724808e-08,3.345312234484274e-08
SL_ATR_32_residual,Sturges,9.100968687248892e-05,2.7487314785010406e-08,8.366854226063631e-08,3.8958840502008635e-08
SL_ATR_32_residual,Rice,8.669650724041772e-05,1.9954932605795403e-08,6.808412937306348e-08,2.8282902229557315e-08
SL_ATR_32_residual,Square-root,7.606119191224787e-05,1.2671477731682875e-08,4.772876554967235e-08,1.7959778309905958e-08
SL_ATR_32_residual,Freedman-Diaconis,8.934323181348987e-05,2.2251519751861618e-08,7.404498955322735e-08,3.153794452897278e-08
PC_ATR_32_residual,Sturges,4.9711907145733265e-05,1.7386564903649492e-08,3.615322657978355e-08,2.464265477573986e-08
PC_ATR_32_residual,Rice,5.320317252173747e-05,1.3714658307506905e-08,3.443869372426275e-08,1.9438318719771115e-08
PC_ATR_32_residual,Square-root,3.9296169080307465e-05,7.481873465501795e-09,1.8787631670055363e-08,1.0604350307715394e-08
PC_ATR_32_residual,Freedman-Diaconis,3.5307686573549186e-05,4.054354102956709e-09,1.2468924192802867e-08,5.746393784593714e-09
TP_ATR_33_residual,Sturges,6.492598240289823e-05,1.678708854708639e-08,4.656689724399316e-08,2.3792993615938134e-08
TP_ATR_33_residual,Rice,5.85651855147974e-05,1.1154810532638924e-08,3.430595438497121e-08,1.5810146890310052e-08
TP_ATR_33_residual,Square-root,5.259991884407798e-05,7.3454297720023064e-09,2.5061833120524486e-08,1.0410963353255575e-08
TP_ATR_33_residual,Freedman-Diaconis,7.576626205163688e-05,2.4384775909511283e-08,6.54600632465559e-08,3.456149146492604e-08
SL_ATR_33_residual,Sturges,9.29551232385904e-05,3.039552177618789e-08,8.981230811201677e-08,4.3080755399927134e-08
SL_ATR_33_residual,Rice,8.705179033457969e-05,1.9615848253864274e-08,6.780211187408352e-08,2.780230478717579e-08
SL_ATR_33_residual,Square-root,7.730671093303523e-05,1.3486534915077192e-08,5.0023184716531815e-08,1.9114990561674972e-08
SL_ATR_33_residual,Freedman-Diaconis,8.987971410980254e-05,2.30557307476112e-08,7.580226328746335e-08,3.2677784057075946e-08
PC_ATR_33_residual,Sturges,5.0349899805396854e-05,1.783569996576907e-08,3.708714778594003e-08,2.5279231370646777e-08
PC_ATR_33_residual,Rice,5.196782988650265e-05,1.290591293630956e-08,3.263529051539049e-08,1.8292052444958516e-08
PC_ATR_33_residual,Square-root,4.0591235087429834e-05,8.092511460391922e-09,2.0181331651762303e-08,1.1469831291706017e-08
PC_ATR_33_residual,Freedman-Diaconis,3.5326226018259196e-05,3.892955288866175e-09,1.2230055458675184e-08,5.5176369669654084e-09
TP_ATR_34_residual,Sturges,6.591593038512825e-05,1.7302907839116355e-08,4.799776501484302e-08,2.4524084363915204e-08
TP_ATR_34_residual,Rice,5.858864927156454e-05,1.0024592309282963e-08,3.257319940557858e-08,1.4208244636831283e-08
TP_ATR_34_residual,Square-root,5.38168178334034e-05,7.304772538305831e-09,2.558784795705777e-08,1.0353338274370181e-08
TP_ATR_34_residual,Freedman-Diaconis,7.28911083094041e-05,2.1158624402039874e-08,5.8693411045660254e-08,2.9988941436014745e-08
SL_ATR_34_residual,Sturges,9.269119048650587e-05,2.851241449657564e-08,8.678883972182133e-08,4.0411754199613736e-08
SL_ATR_34_residual,Rice,8.57112731604282e-05,1.8528768719987947e-08,6.49043230781418e-08,2.6261544676392582e-08
SL_ATR_34_residual,Square-root,7.084360359981878e-05,1.032642639693258e-08,4.0171435659182334e-08,1.4636045830610433e-08
SL_ATR_34_residual,Freedman-Diaconis,8.751187871490302e-05,2.084034686131893e-08,7.021063060787857e-08,2.953783429654688e-08
PC_ATR_34_residual,Sturges,5.135946546248856e-05,1.8558117784096627e-08,3.858932692345251e-08,2.6303142246633117e-08
PC_ATR_34_residual,Rice,5.036183715676188e-05,1.1783878073224472e-08,3.0226761640528085e-08,1.6701748786324573e-08
PC_ATR_34_residual,Square-root,4.268612713509638e-05,8.223742269905332e-09,2.1407207379727356e-08,1.1655829822911054e-08
PC_ATR_34_residual,Freedman-Diaconis,3.7459058708264834e-05,4.284090366574313e-09,1.3607561086162983e-08,6.072007927765183e-09
TP_ATR_35_residual,Sturges,6.621362026087585e-05,1.687756279614268e-08,4.7632155064257844e-08,2.39212262885761e-08
TP_ATR_35_residual,Rice,6.0706559971089115e-05,1.0028643087783113e-08,3.37862589341775e-08,1.4213985962774928e-08
TP_ATR_35_residual,Square-root,5.436730512626892e-05,7.651160130281325e-09,2.6446208616936385e-08,1.0844286882962797e-08
TP_ATR_35_residual,Freedman-Diaconis,8.708096889322821e-05,3.271500063483652e-08,8.713344247187388e-08,4.636824301407383e-08
SL_ATR_35_residual,Sturges,9.325107221631686e-05,2.8857901315692367e-08,8.78404658537971e-08,4.090142610779354e-08
SL_ATR_35_residual,Rice,8.037699445536078e-05,1.58654472903969e-08,5.634157672596984e-08,2.248671561096483e-08
SL_ATR_35_residual,Square-root,7.127150141583973e-05,1.0788693750712288e-08,4.1287248844814565e-08,1.5291235333333713e-08
SL_ATR_35_residual,Freedman-Diaconis,8.673375114515185e-05,2.047138317404221e-08,6.89676007616149e-08,2.9014887709873176e-08
PC_ATR_35_residual,Sturges,5.190388467402895e-05,1.913244949409018e-08,3.959547610122163e-08,2.711716492072446e-08
PC_ATR_35_residual,Rice,4.974115517351165e-05,1.1166773777557158e-08,2.9068206927333506e-08,1.5827102862703185e-08
PC_ATR_35_residual,Square-root,4.1178785793842895e-05,6.752823448927837e-09,1.8732136592418713e-08,9.571039359161755e-09
PC_ATR_35_residual,Freedman-Diaconis,2.7824662646525105e-05,2.3123810424890724e-09,7.427813459758919e-09,3.2774276031985316e-09
TP_ATR_36_residual,Sturges,6.470547648534497e-05,1.5839592571106645e-08,4.5100143042945116e-08,2.245007071156554e-08
TP_ATR_36_residual,Rice,6.0923731853183855e-05,9.607815936023893e-09,3.320938266493596e-08,1.361753127040015e-08
TP_ATR_36_residual,Square-root,5.179549238129925e-05,6.410228401513816e-09,2.30869949689967e-08,9.085466071506188e-09
TP_ATR_36_residual,Freedman-Diaconis,8.52120680940892e-05,3.036196199776477e-08,8.216028063845745e-08,4.3033189820491854e-08
SL_ATR_36_residual,Sturges,9.392786369976021e-05,2.8692741197076004e-08,8.824281396860333e-08,4.0667338246945936e-08
SL_ATR_36_residual,Rice,8.458625365019927e-05,1.7570672183665562e-08,6.23971928961665e-08,2.4903597185484307e-08
SL_ATR_36_residual,Square-root,7.456160987338281e-05,1.1069777172066714e-08,4.379936421133619e-08,1.5689625800571264e-08
SL_ATR_36_residual,Freedman-Diaconis,8.38715000326209e-05,1.8208765344883152e-08,6.293853464937418e-08,2.580799144471748e-08
PC_ATR_36_residual,Sturges,5.0942327915196307e-05,1.774115418347871e-08,3.7429128127065317e-08,2.514522795557342e-08
PC_ATR_36_residual,Rice,3.821148194601947e-05,6.6868860792788434e-09,1.7278156146738364e-08,9.477583760192952e-09
PC_ATR_36_residual,Square-root,3.9887072107087905e-05,6.2302202436719435e-09,1.743080037790592e-08,8.830333507075188e-09
PC_ATR_36_residual,Freedman-Diaconis,2.8747861218008764e-05,2.632930454933684e-09,8.183109930534335e-09,3.731754754836217e-09
TP_ATR_37_residual,Sturges,6.41751948777354e-05,1.558103558243532e-08,4.4363952568254443e-08,2.2083607833648528e-08
TP_ATR_37_residual,Rice,5.7623770556688396e-05,8.595180937541946e-09,2.9709213283213724e-08,1.218228429552563e-08
TP_ATR_37_residual,Square-root,5.2824087007738357e-05,7.037763478867386e-09,2.465254337635518e-08,9.974895947769169e-09
TP_ATR_37_residual,Freedman-Diaconis,8.473630049631927e-05,3.050043573495942e-08,8.187733443468712e-08,4.322945403484957e-08
SL_ATR_37_residual,Sturges,9.426568371255995e-05,2.889950440145991e-08,8.887870186982137e-08,4.096039177961292e-08
SL_ATR_37_residual,Rice,7.949706670751572e-05,1.510051575459199e-08,5.438582050729903e-08,2.140254838941319e-08
