Date,Day of Week,Start Date,End Date,Total Trades,Wins,Losses,WinRate,Final NAV,Daily Return,TP,SL,Entry Time Offset,Percentage Change
2024-06-16 11:00:00,Sunday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,-0.05824547756842013,0.013999999999999995,0.012999999999999996,70,0.0007000000000000001
2024-06-16 17:00:00,Sunday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,-0.05824547756842013,0.013999999999999995,0.012999999999999996,70,0.0007000000000000001
2024-06-17 04:00:00,Monday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,2.6757234911303005,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-17 12:00:00,Monday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,2.6757234911303005,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-18 02:00:00,Tuesday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,0.0,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-18 16:00:00,Tuesday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,0.0,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-20 18:00:00,Thursday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,1.3290301400000222,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-21 08:00:00,Friday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,0.0,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-21 20:00:00,Friday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,0.0,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-23 12:00:00,Sunday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,0.0,0.013999999999999995,0.012999999999999996,70,0.0007000000000000001
2024-06-24 02:00:00,Monday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,-1.3690801299999957,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-25 04:00:00,Tuesday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,-0.058245477568430265,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-25 12:00:00,Tuesday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,-0.058245477568430265,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-26 13:00:00,Wednesday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,0.0,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-27 08:00:00,Thursday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,0.0,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-28 08:00:00,Friday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,1.329030140000021,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-28 16:00:00,Friday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,1.329030140000021,0.013999999999999995,0.012999999999999996,60,0.0007000000000000001
2024-06-29 03:00:00,Saturday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,1.329030140000021,0.013999999999999995,0.012999999999999996,70,0.0007000000000000001
2024-06-30 06:00:00,Sunday,2024-06-01,2024-07-01,21,12,9,0.5714285714285714,103720.75106943652,-1.3690801300000006,0.013999999999999995,0.012999999999999996,70,0.0007000000000000001
