Datetime,Event,Date,Time,Cur.,Imp.,Actual,Forecast,Previous
2024-06-28 17:00:00,U.S. Baker Hughes Oil Rig Count,,,,,,,
2024-07-01 13:45:00,S&P Global US Manufacturing PMI (Jun),"Monday, July 1, 2024",13:45,USD,,51.6,51.7,51.3
2024-07-01 14:00:00,Construction Spending (MoM) (May),"Monday, July 1, 2024",14:00,USD,,-0.10%,0.30%,0.30%
2024-07-01 14:00:00,ISM Manufacturing Employment (Jun),"Monday, July 1, 2024",14:00,USD,,49.3,50,51.1
2024-07-01 14:00:00,ISM Manufacturing New Orders Index (Jun),"Monday, July 1, 2024",14:00,USD,,49.3,49,45.4
2024-07-01 14:00:00,ISM Manufacturing PMI (Jun),"Monday, July 1, 2024",14:00,USD,,48.5,49.2,48.7
2024-07-01 14:00:00,ISM Manufacturing Prices (Jun),"Monday, July 1, 2024",14:00,USD,,52.1,55.8,57
2024-07-01 15:30:00,6-Month Bill Auction,"Monday, July 1, 2024",15:30,USD,,5.12%,,5.14%
2024-07-01 15:30:00,3-Month Bill Auction,"Monday, July 1, 2024",15:30,USD,,5.24%,,5.24%
2024-07-01 16:00:00,Atlanta Fed GDPNow (Q2),"Monday, July 1, 2024",16:00,USD,,1.70%,2.20%,2.20%
2024-07-02 12:55:00,Redbook (YoY),"Tuesday, July 2, 2024",12:55,USD,,5.80%,,5.30%
2024-07-02 13:30:00,Fed Chair Powell Speaks,"Tuesday, July 2, 2024",13:30,USD,,,,
2024-07-02 14:00:00,JOLTs Job Openings (May),"Tuesday, July 2, 2024",14:00,USD,,8.140M,7.960M,7.919M
2024-07-02 14:10:00,IBD/TIPP Economic Optimism,"Tuesday, July 2, 2024",14:10,USD,,44.2,41.2,40.5
2024-07-02 20:30:00,API Weekly Crude Oil Stock,"Tuesday, July 2, 2024",20:30,USD,,-9.163M,-0.150M,0.914M
2024-07-03 11:00:00,Mortgage Market Index,"Wednesday, July 3, 2024",11:00,USD,,206.5,,212
2024-07-03 11:00:00,Mortgage Refinance Index,"Wednesday, July 3, 2024",11:00,USD,,544.1,,552.4
2024-07-03 11:00:00,MBA Purchase Index,"Wednesday, July 3, 2024",11:00,USD,,142.9,,147.8
2024-07-03 11:00:00,MBA Mortgage Applications (WoW),"Wednesday, July 3, 2024",11:00,USD,,-2.60%,,0.80%
2024-07-03 11:00:00,MBA 30-Year Mortgage Rate,"Wednesday, July 3, 2024",11:00,USD,,7.03%,,6.93%
2024-07-03 11:00:00,FOMC Member Williams Speaks,"Wednesday, July 3, 2024",11:00,USD,,,,
2024-07-03 11:30:00,Challenger Job Cuts (YoY),"Wednesday, July 3, 2024",11:30,USD,,19.80%,,-20.30%
2024-07-03 11:30:00,Challenger Job Cuts (Jun),"Wednesday, July 3, 2024",11:30,USD,,48.786K,,63.816K
2024-07-03 12:00:00,All Car Sales (Jun),"Wednesday, July 3, 2024",12:00,USD,,2.76M,,3.06M
2024-07-03 12:00:00,All Truck Sales (Jun),"Wednesday, July 3, 2024",12:00,USD,,12.53M,,12.86M
2024-07-03 12:15:00,ADP Nonfarm Employment Change (Jun),"Wednesday, July 3, 2024",12:15,USD,,150K,163K,157K
2024-07-03 12:30:00,Continuing Jobless Claims,"Wednesday, July 3, 2024",12:30,USD,,"1,858K","1,840K","1,832K"
2024-07-03 12:30:00,Exports,"Wednesday, July 3, 2024",12:30,USD,,261.70B,,263.70B
2024-07-03 12:30:00,Imports,"Wednesday, July 3, 2024",12:30,USD,,336.70B,,338.20B
2024-07-03 12:30:00,Initial Jobless Claims,"Wednesday, July 3, 2024",12:30,USD,,238K,234K,234K
2024-07-03 12:30:00,Jobless Claims 4-Week Avg.,"Wednesday, July 3, 2024",12:30,USD,,238.50K,,236.25K
2024-07-03 12:30:00,Trade Balance (May),"Wednesday, July 3, 2024",12:30,USD,,-75.10B,-76.30B,-74.50B
2024-07-03 13:45:00,S&P Global Composite PMI (Jun),"Wednesday, July 3, 2024",13:45,USD,,54.8,54.6,54.5
2024-07-03 13:45:00,S&P Global Services PMI (Jun),"Wednesday, July 3, 2024",13:45,USD,,55.3,55.1,54.8
2024-07-03 14:00:00,ISM Non-Manufacturing Employment (Jun),"Wednesday, July 3, 2024",14:00,USD,,46.1,49,47.1
2024-07-03 14:00:00,ISM Non-Manufacturing Business Activity (Jun),"Wednesday, July 3, 2024",14:00,USD,,49.6,,61.2
2024-07-03 14:00:00,ISM Non-Manufacturing PMI (Jun),"Wednesday, July 3, 2024",14:00,USD,,48.8,52.6,53.8
2024-07-03 14:00:00,ISM Non-Manufacturing New Orders (Jun),"Wednesday, July 3, 2024",14:00,USD,,47.3,53.6,54.1
2024-07-03 14:00:00,Factory orders ex transportation (MoM) (May),"Wednesday, July 3, 2024",14:00,USD,,-0.70%,0.30%,0.50%
2024-07-03 14:00:00,ISM Non-Manufacturing Prices (Jun),"Wednesday, July 3, 2024",14:00,USD,,56.3,56.7,58.1
2024-07-03 14:00:00,Durables Excluding Transport (MoM) (May),"Wednesday, July 3, 2024",14:00,USD,,-0.10%,,-0.10%
2024-07-03 14:00:00,Durables Excluding Defense (MoM) (May),"Wednesday, July 3, 2024",14:00,USD,,-0.20%,,-0.20%
2024-07-03 14:00:00,8-Week Bill Auction,"Wednesday, July 3, 2024",14:00,USD,,5.28%,,5.26%
2024-07-03 14:00:00,4-Week Bill Auction,"Wednesday, July 3, 2024",14:00,USD,,5.28%,,5.27%
2024-07-03 14:00:00,Factory Orders (MoM) (May),"Wednesday, July 3, 2024",14:00,USD,,-0.50%,0.20%,0.40%
2024-07-03 14:30:00,Gasoline Inventories,"Wednesday, July 3, 2024",14:30,USD,,-2.214M,-1.500M,2.654M
2024-07-03 14:30:00,EIA Weekly Refinery Utilization Rates (WoW),"Wednesday, July 3, 2024",14:30,USD,,1.30%,,-1.30%
2024-07-03 14:30:00,Heating Oil Stockpiles,"Wednesday, July 3, 2024",14:30,USD,,-0.572M,,0.406M
2024-07-03 14:30:00,EIA Weekly Distillates Stocks,"Wednesday, July 3, 2024",14:30,USD,,-1.535M,-1.100M,-0.377M
2024-07-03 14:30:00,Gasoline Production,"Wednesday, July 3, 2024",14:30,USD,,0.180M,,-0.289M
2024-07-03 14:30:00,Cushing Crude Oil Inventories,"Wednesday, July 3, 2024",14:30,USD,,0.345M,,-0.226M
2024-07-03 14:30:00,Crude Oil Imports,"Wednesday, July 3, 2024",14:30,USD,,-0.555M,,0.065M
2024-07-03 14:30:00,EIA Refinery Crude Runs (WoW),"Wednesday, July 3, 2024",14:30,USD,,0.260M,,-0.233M
2024-07-03 14:30:00,Crude Oil Inventories,"Wednesday, July 3, 2024",14:30,USD,,-12.157M,-0.400M,3.591M
2024-07-03 14:30:00,Distillate Fuel Production,"Wednesday, July 3, 2024",14:30,USD,,0.204M,,0.142M
2024-07-03 15:30:00,Atlanta Fed GDPNow (Q2),"Wednesday, July 3, 2024",15:30,USD,,1.50%,1.70%,1.70%
2024-07-03 16:00:00,Natural Gas Storage,"Wednesday, July 3, 2024",16:00,USD,,32B,29B,52B
2024-07-03 18:00:00,FOMC Meeting Minutes,"Wednesday, July 3, 2024",18:00,USD,,,,
2024-07-05 09:40:00,FOMC Member Williams Speaks,"Friday, July 5, 2024",9:40,USD,,,,
2024-07-05 12:30:00,Participation Rate (Jun),"Friday, July 5, 2024",12:30,USD,,62.60%,62.60%,62.50%
2024-07-05 12:30:00,Unemployment Rate (Jun),"Friday, July 5, 2024",12:30,USD,,4.10%,4.00%,4.00%
2024-07-05 12:30:00,U6 Unemployment Rate (Jun),"Friday, July 5, 2024",12:30,USD,,7.40%,,7.40%
2024-07-05 12:30:00,Private Nonfarm Payrolls (Jun),"Friday, July 5, 2024",12:30,USD,,136K,160K,193K
2024-07-05 12:30:00,Nonfarm Payrolls (Jun),"Friday, July 5, 2024",12:30,USD,,206K,191K,218K
2024-07-05 12:30:00,Government Payrolls (Jun),"Friday, July 5, 2024",12:30,USD,,70.0K,,25.0K
2024-07-05 12:30:00,Average Weekly Hours (Jun),"Friday, July 5, 2024",12:30,USD,,34.3,34.3,34.3
2024-07-05 12:30:00,Average Hourly Earnings (MoM) (Jun),"Friday, July 5, 2024",12:30,USD,,0.30%,0.30%,0.40%
2024-07-05 12:30:00,Average Hourly Earnings (YoY) (YoY) (Jun),"Friday, July 5, 2024",12:30,USD,,3.90%,3.90%,4.10%
2024-07-05 12:30:00,Manufacturing Payrolls (Jun),"Friday, July 5, 2024",12:30,USD,,-8K,6K,8K
2024-07-05 15:00:00,Fed Monetary Policy Report,"Friday, July 5, 2024",15:00,USD,,,,
2024-07-05 17:00:00,U.S. Baker Hughes Oil Rig Count,"Friday, July 5, 2024",17:00,USD,,479,,479
2024-07-05 17:00:00,U.S. Baker Hughes Total Rig Count,"Friday, July 5, 2024",17:00,USD,,585,,581
2024-07-05 20:30:00,Fed's Balance Sheet,"Friday, July 5, 2024",20:30,USD,,"7,222B",,"7,231B"
2024-07-05 20:30:00,Reserve Balances with Federal Reserve Banks,"Friday, July 5, 2024",20:30,USD,,3.322T,,3.269T
2024-07-08 14:00:00,CB Employment Trends Index (Jun),"Monday, July 8, 2024",14:00,USD,,110.27,,111.04
2024-07-08 14:00:00,Total Vehicle Sales (Jun),"Monday, July 8, 2024",14:00,USD,,15.30M,,15.90M
2024-07-08 15:00:00,NY Fed 1-Year Consumer Inflation Expectations,"Monday, July 8, 2024",15:00,USD,,3.00%,,3.20%
2024-07-08 15:30:00,3-Month Bill Auction,"Monday, July 8, 2024",15:30,USD,,5.23%,,5.24%
2024-07-08 15:30:00,6-Month Bill Auction,"Monday, July 8, 2024",15:30,USD,,5.08%,,5.12%
2024-07-08 19:00:00,Consumer Credit (May),"Monday, July 8, 2024",19:00,USD,,11.35B,10.70B,6.49B
2024-07-08 19:30:00,CFTC Silver speculative net positions,"Monday, July 8, 2024",19:30,USD,,55.8K,,56.0K
2024-07-08 19:30:00,CFTC S&P 500 speculative net positions,"Monday, July 8, 2024",19:30,USD,,-11.8K,,-65.2K
2024-07-08 19:30:00,CFTC Wheat speculative net positions,"Monday, July 8, 2024",19:30,USD,,-38.7K,,-44.5K
2024-07-08 19:30:00,CFTC Soybeans speculative net positions,"Monday, July 8, 2024",19:30,USD,,-122.2K,,-111.2K
2024-07-08 19:30:00,CFTC Natural Gas speculative net positions,"Monday, July 8, 2024",19:30,USD,,-90.3K,,-89.3K
2024-07-08 19:30:00,CFTC Corn speculative net positions,"Monday, July 8, 2024",19:30,USD,,-228.7K,,-169.8K
2024-07-08 19:30:00,CFTC Gold speculative net positions,"Monday, July 8, 2024",19:30,USD,,241.5K,,246.2K
2024-07-08 19:30:00,CFTC Crude Oil speculative net positions,"Monday, July 8, 2024",19:30,USD,,279.9K,,271.2K
2024-07-08 19:30:00,CFTC Copper speculative net positions,"Monday, July 8, 2024",19:30,USD,,49.2K,,50.1K
2024-07-08 19:30:00,CFTC Aluminium speculative net positions,"Monday, July 8, 2024",19:30,USD,,2.2K,,2.3K
2024-07-08 19:30:00,CFTC Nasdaq 100 speculative net positions,"Monday, July 8, 2024",19:30,USD,,10.8K,,7.4K
2024-07-09 10:00:00,NFIB Small Business Optimism (Jun),"Tuesday, July 9, 2024",10:00,USD,,91.5,90.3,90.5
2024-07-09 12:55:00,Redbook (YoY),"Tuesday, July 9, 2024",12:55,USD,,6.30%,,5.80%
2024-07-09 13:15:00,Fed Vice Chair for Supervision Barr Speaks,"Tuesday, July 9, 2024",13:15,USD,,,,
2024-07-09 14:00:00,Treasury Secretary Yellen Speaks,"Tuesday, July 9, 2024",14:00,USD,,,,
2024-07-09 14:00:00,Fed Chair Powell Testifies,"Tuesday, July 9, 2024",14:00,USD,,,,
2024-07-09 15:30:00,52-Week Bill Auction,"Tuesday, July 9, 2024",15:30,USD,,4.78%,,4.92%
2024-07-09 16:00:00,EIA Short-Term Energy Outlook,"Tuesday, July 9, 2024",16:00,USD,,,,
2024-07-09 17:00:00,3-Year Note Auction,"Tuesday, July 9, 2024",17:00,USD,,4.40%,,4.66%
2024-07-09 17:30:00,FOMC Member Bowman Speaks,"Tuesday, July 9, 2024",17:30,USD,,,,
2024-07-09 20:30:00,API Weekly Crude Oil Stock,"Tuesday, July 9, 2024",20:30,USD,,-1.923M,-0.250M,-9.163M
2024-07-10 11:00:00,OPEC Monthly Report,"Wednesday, July 10, 2024",11:00,USD,,,,
2024-07-10 11:00:00,Mortgage Market Index,"Wednesday, July 10, 2024",11:00,USD,,206.1,,206.5
2024-07-10 11:00:00,Mortgage Refinance Index,"Wednesday, July 10, 2024",11:00,USD,,532.3,,544.1
2024-07-10 11:00:00,MBA Mortgage Applications (WoW),"Wednesday, July 10, 2024",11:00,USD,,-0.20%,,-2.60%
2024-07-10 11:00:00,MBA 30-Year Mortgage Rate,"Wednesday, July 10, 2024",11:00,USD,,7.00%,,7.03%
2024-07-10 11:00:00,MBA Purchase Index,"Wednesday, July 10, 2024",11:00,USD,,144.3,,142.9
2024-07-10 14:00:00,Fed Chair Powell Testifies,"Wednesday, July 10, 2024",14:00,USD,,,,
2024-07-10 14:00:00,Wholesale Inventories (MoM) (May),"Wednesday, July 10, 2024",14:00,USD,,0.60%,0.60%,0.10%
2024-07-10 14:00:00,Wholesale Trade Sales (MoM) (May),"Wednesday, July 10, 2024",14:00,USD,,0.40%,,0.20%
2024-07-10 14:30:00,Gasoline Inventories,"Wednesday, July 10, 2024",14:30,USD,,-2.006M,-1.900M,-2.214M
2024-07-10 14:30:00,EIA Weekly Refinery Utilization Rates (WoW),"Wednesday, July 10, 2024",14:30,USD,,1.90%,,1.30%
2024-07-10 14:30:00,Heating Oil Stockpiles,"Wednesday, July 10, 2024",14:30,USD,,0.356M,,-0.572M
2024-07-10 14:30:00,Gasoline Production,"Wednesday, July 10, 2024",14:30,USD,,0.239M,,0.180M
2024-07-10 14:30:00,EIA Weekly Distillates Stocks,"Wednesday, July 10, 2024",14:30,USD,,4.884M,-0.300M,-1.535M
2024-07-10 14:30:00,Distillate Fuel Production,"Wednesday, July 10, 2024",14:30,USD,,0.022M,,0.204M
2024-07-10 14:30:00,Crude Oil Imports,"Wednesday, July 10, 2024",14:30,USD,,0.615M,,-0.555M
2024-07-10 14:30:00,EIA Refinery Crude Runs (WoW),"Wednesday, July 10, 2024",14:30,USD,,0.317M,,0.260M
2024-07-10 14:30:00,Crude Oil Inventories,"Wednesday, July 10, 2024",14:30,USD,,-3.443M,0.700M,-12.157M
2024-07-10 14:30:00,Cushing Crude Oil Inventories,"Wednesday, July 10, 2024",14:30,USD,,-0.702M,,0.345M
2024-07-10 15:00:00,Thomson Reuters IPSOS PCSI (Jul),"Wednesday, July 10, 2024",15:00,USD,,55.99,,53.82
2024-07-10 16:00:00,Atlanta Fed GDPNow (Q2),"Wednesday, July 10, 2024",16:00,USD,,2.00%,1.50%,1.50%
2024-07-10 17:00:00,10-Year Note Auction,"Wednesday, July 10, 2024",17:00,USD,,4.28%,,4.44%
2024-07-10 18:30:00,Fed Goolsbee Speaks,"Wednesday, July 10, 2024",18:30,USD,,,,
2024-07-10 18:30:00,FOMC Member Bowman Speaks,"Wednesday, July 10, 2024",18:30,USD,,,,
2024-07-10 23:30:00,Fed Governor Cook Speaks,"Wednesday, July 10, 2024",23:30,USD,,,,
2024-07-11 09:00:00,IEA Monthly Report,"Thursday, July 11, 2024",9:00,USD,,,,
2024-07-11 12:30:00,Real Earnings (MoM) (Jun),"Thursday, July 11, 2024",12:30,USD,,0.30%,,0.40%
2024-07-11 12:30:00,Jobless Claims 4-Week Avg.,"Thursday, July 11, 2024",12:30,USD,,233.50K,,238.75K
2024-07-11 12:30:00,"CPI, n.s.a (MoM) (Jun)","Thursday, July 11, 2024",12:30,USD,,0.03%,,0.17%
2024-07-11 12:30:00,"CPI Index, s.a (Jun)","Thursday, July 11, 2024",12:30,USD,,313.05,,313.22
2024-07-11 12:30:00,"CPI Index, n.s.a. (Jun)","Thursday, July 11, 2024",12:30,USD,,314.18,314.63,314.07
2024-07-11 12:30:00,Initial Jobless Claims,"Thursday, July 11, 2024",12:30,USD,,222K,236K,239K
2024-07-11 12:30:00,CPI (MoM) (Jun),"Thursday, July 11, 2024",12:30,USD,,-0.10%,0.10%,0.00%
2024-07-11 12:30:00,Core CPI Index (Jun),"Thursday, July 11, 2024",12:30,USD,,318.35,318.78,318.14
2024-07-11 12:30:00,Core CPI (MoM) (Jun),"Thursday, July 11, 2024",12:30,USD,,0.10%,0.20%,0.20%
2024-07-11 12:30:00,Core CPI (YoY) (Jun),"Thursday, July 11, 2024",12:30,USD,,3.30%,3.40%,3.40%
2024-07-11 12:30:00,Continuing Jobless Claims,"Thursday, July 11, 2024",12:30,USD,,"1,852K","1,860K","1,856K"
2024-07-11 12:30:00,CPI (YoY) (Jun),"Thursday, July 11, 2024",12:30,USD,,3.00%,3.10%,3.30%
2024-07-11 14:30:00,Natural Gas Storage,"Thursday, July 11, 2024",14:30,USD,,65B,56B,32B
2024-07-11 15:00:00,Cleveland CPI (MoM) (Jun),"Thursday, July 11, 2024",15:00,USD,,0.20%,,0.20%
2024-07-11 15:30:00,4-Week Bill Auction,"Thursday, July 11, 2024",15:30,USD,,5.27%,,5.28%
2024-07-11 15:30:00,8-Week Bill Auction,"Thursday, July 11, 2024",15:30,USD,,5.26%,,5.28%
2024-07-11 15:30:00,FOMC Member Bostic Speaks,"Thursday, July 11, 2024",15:30,USD,,,,
2024-07-11 17:00:00,30-Year Bond Auction,"Thursday, July 11, 2024",17:00,USD,,4.41%,,4.40%
2024-07-11 18:00:00,Federal Budget Balance (Jun),"Thursday, July 11, 2024",18:00,USD,,-66.0B,-71.2B,-347.0B
2024-07-11 20:30:00,Reserve Balances with Federal Reserve Banks,"Thursday, July 11, 2024",20:30,USD,,3.341T,,3.322T
2024-07-11 20:30:00,Fed's Balance Sheet,"Thursday, July 11, 2024",20:30,USD,,"7,224B",,"7,222B"
2024-07-12 12:30:00,PPI ex. Food/Energy/Transport (MoM) (Jun),"Friday, July 12, 2024",12:30,USD,,0.00%,0.20%,0.20%
2024-07-12 12:30:00,PPI ex. Food/Energy/Transport (YoY) (Jun),"Friday, July 12, 2024",12:30,USD,,3.10%,,3.30%
2024-07-12 12:30:00,Core PPI (MoM) (Jun),"Friday, July 12, 2024",12:30,USD,,0.40%,0.20%,0.30%
2024-07-12 12:30:00,Core PPI (YoY) (Jun),"Friday, July 12, 2024",12:30,USD,,3.00%,2.50%,2.60%
2024-07-12 12:30:00,PPI (MoM) (Jun),"Friday, July 12, 2024",12:30,USD,,0.20%,0.10%,0.00%
2024-07-12 12:30:00,PPI (YoY) (Jun),"Friday, July 12, 2024",12:30,USD,,2.60%,2.30%,2.40%
2024-07-12 14:00:00,Michigan Current Conditions (Jul),"Friday, July 12, 2024",14:00,USD,,64.1,66.3,65.9
2024-07-12 14:00:00,Michigan Consumer Expectations (Jul),"Friday, July 12, 2024",14:00,USD,,67.2,69.8,69.6
2024-07-12 14:00:00,Michigan Consumer Sentiment (Jul),"Friday, July 12, 2024",14:00,USD,,66,68.5,68.2
2024-07-12 14:00:00,Michigan 1-Year Inflation Expectations (Jul),"Friday, July 12, 2024",14:00,USD,,2.90%,2.90%,3.00%
2024-07-12 14:00:00,Michigan 5-Year Inflation Expectations (Jul),"Friday, July 12, 2024",14:00,USD,,2.90%,3.00%,3.00%
2024-07-12 16:00:00,WASDE Report,"Friday, July 12, 2024",16:00,USD,,,,
2024-07-12 17:00:00,U.S. Baker Hughes Oil Rig Count,"Friday, July 12, 2024",17:00,USD,,478,,479
2024-07-12 17:00:00,U.S. Baker Hughes Total Rig Count,"Friday, July 12, 2024",17:00,USD,,584,,585
2024-07-12 19:30:00,CFTC S&P 500 speculative net positions,"Friday, July 12, 2024",19:30,USD,,-55.0K,,-11.8K
2024-07-12 19:30:00,CFTC Wheat speculative net positions,"Friday, July 12, 2024",19:30,USD,,-34.8K,,-38.7K
2024-07-12 19:30:00,CFTC Soybeans speculative net positions,"Friday, July 12, 2024",19:30,USD,,-150.2K,,-122.2K
2024-07-12 19:30:00,CFTC Silver speculative net positions,"Friday, July 12, 2024",19:30,USD,,61.1K,,55.8K
2024-07-12 19:30:00,CFTC Nasdaq 100 speculative net positions,"Friday, July 12, 2024",19:30,USD,,5.2K,,10.8K
2024-07-12 19:30:00,CFTC Natural Gas speculative net positions,"Friday, July 12, 2024",19:30,USD,,-105.5K,,-90.3K
2024-07-12 19:30:00,CFTC Gold speculative net positions,"Friday, July 12, 2024",19:30,USD,,254.8K,,241.5K
2024-07-12 19:30:00,CFTC Crude Oil speculative net positions,"Friday, July 12, 2024",19:30,USD,,283.9K,,279.9K
2024-07-12 19:30:00,CFTC Corn speculative net positions,"Friday, July 12, 2024",19:30,USD,,-239.9K,,-228.7K
2024-07-12 19:30:00,CFTC Copper speculative net positions,"Friday, July 12, 2024",19:30,USD,,56.0K,,49.2K
2024-07-12 19:30:00,CFTC Aluminium speculative net positions,"Friday, July 12, 2024",19:30,USD,,2.2K,,2.2K
2024-07-15 12:30:00,NY Empire State Manufacturing Index (Jul),"Monday, July 15, 2024",12:30,USD,,-6.6,-5.5,-6
2024-07-15 15:30:00,3-Month Bill Auction,"Monday, July 15, 2024",15:30,USD,,5.20%,,5.23%
2024-07-15 15:30:00,6-Month Bill Auction,"Monday, July 15, 2024",15:30,USD,,4.99%,,5.08%
2024-07-15 16:30:00,Fed Chair Powell Speaks,"Monday, July 15, 2024",16:30,USD,,,,
2024-07-15 20:35:00,FOMC Member Daly Speaks,"Monday, July 15, 2024",20:35,USD,,,,
2024-07-16 12:30:00,Retail Sales Ex Gas/Autos (MoM) (Jun),"Tuesday, July 16, 2024",12:30,USD,,0.80%,0.20%,0.30%
2024-07-16 12:30:00,Retail Sales (YoY) (Jun),"Tuesday, July 16, 2024",12:30,USD,,2.28%,,2.59%
2024-07-16 12:30:00,Retail Sales (MoM) (Jun),"Tuesday, July 16, 2024",12:30,USD,,0.00%,-0.30%,0.30%
2024-07-16 12:30:00,Retail Control (MoM) (Jun),"Tuesday, July 16, 2024",12:30,USD,,0.90%,0.20%,0.40%
2024-07-16 12:30:00,Core Retail Sales (MoM) (Jun),"Tuesday, July 16, 2024",12:30,USD,,0.40%,0.10%,0.10%
2024-07-16 12:30:00,Import Price Index (MoM) (Jun),"Tuesday, July 16, 2024",12:30,USD,,0.00%,0.20%,-0.20%
2024-07-16 12:30:00,Export Price Index (MoM) (Jun),"Tuesday, July 16, 2024",12:30,USD,,-0.50%,-0.10%,-0.70%
2024-07-16 12:30:00,Export Price Index (YoY) (Jun),"Tuesday, July 16, 2024",12:30,USD,,0.70%,1.00%,0.50%
2024-07-16 12:30:00,Import Price Index (YoY) (Jun),"Tuesday, July 16, 2024",12:30,USD,,1.60%,1.00%,1.40%
2024-07-16 12:55:00,Redbook (YoY),"Tuesday, July 16, 2024",12:55,USD,,4.80%,,6.30%
2024-07-16 14:00:00,Retail Inventories Ex Auto (May),"Tuesday, July 16, 2024",14:00,USD,,0.00%,0.00%,0.30%
2024-07-16 14:00:00,NAHB Housing Market Index (Jul),"Tuesday, July 16, 2024",14:00,USD,,42,43,43
2024-07-16 14:00:00,Business Inventories (MoM) (May),"Tuesday, July 16, 2024",14:00,USD,,0.50%,0.40%,0.30%
2024-07-16 16:00:00,Atlanta Fed GDPNow (Q2),"Tuesday, July 16, 2024",16:00,USD,,2.50%,2.00%,2.00%
2024-07-16 20:30:00,API Weekly Crude Oil Stock,"Tuesday, July 16, 2024",20:30,USD,,-4.440M,,-1.923M
2024-07-17 11:00:00,MBA 30-Year Mortgage Rate,"Wednesday, July 17, 2024",11:00,USD,,6.87%,,7.00%
2024-07-17 11:00:00,MBA Mortgage Applications (WoW),"Wednesday, July 17, 2024",11:00,USD,,3.90%,,-0.20%
2024-07-17 11:00:00,MBA Purchase Index,"Wednesday, July 17, 2024",11:00,USD,,140.4,,144.3
2024-07-17 11:00:00,Mortgage Market Index,"Wednesday, July 17, 2024",11:00,USD,,214.1,,206.1
2024-07-17 11:00:00,Mortgage Refinance Index,"Wednesday, July 17, 2024",11:00,USD,,613,,532.3
2024-07-17 12:30:00,Housing Starts (MoM) (Jun),"Wednesday, July 17, 2024",12:30,USD,,3.00%,,-4.60%
2024-07-17 12:30:00,Housing Starts (MoM) (Jun),"Wednesday, July 17, 2024",12:30,USD,,3.00%,,-4.60%
2024-07-17 12:30:00,Building Permits (Jun),"Wednesday, July 17, 2024",12:30,USD,,1.446M,1.400M,1.399M
2024-07-17 12:30:00,Building Permits (MoM) (Jun),"Wednesday, July 17, 2024",12:30,USD,,3.40%,,-2.80%
2024-07-17 13:00:00,FOMC Member Barkin Speaks,"Wednesday, July 17, 2024",13:00,USD,,,,
2024-07-17 13:15:00,Capacity Utilization Rate (Jun),"Wednesday, July 17, 2024",13:15,USD,,78.80%,78.50%,78.30%
2024-07-17 13:15:00,Industrial Production (YoY) (Jun),"Wednesday, July 17, 2024",13:15,USD,,1.58%,,0.34%
2024-07-17 13:15:00,Industrial Production (MoM) (Jun),"Wednesday, July 17, 2024",13:15,USD,,0.60%,0.30%,0.90%
2024-07-17 13:15:00,Manufacturing Production (MoM) (Jun),"Wednesday, July 17, 2024",13:15,USD,,0.40%,0.20%,1.00%
2024-07-17 13:35:00,Fed Waller Speaks,"Wednesday, July 17, 2024",13:35,USD,,,,
2024-07-17 14:30:00,Heating Oil Stockpiles,"Wednesday, July 17, 2024",14:30,USD,,0.252M,,0.356M
2024-07-17 14:30:00,Gasoline Inventories,"Wednesday, July 17, 2024",14:30,USD,,3.328M,-1.700M,-2.006M
2024-07-17 14:30:00,EIA Weekly Refinery Utilization Rates (WoW),"Wednesday, July 17, 2024",14:30,USD,,-1.70%,,1.90%
2024-07-17 14:30:00,EIA Weekly Distillates Stocks,"Wednesday, July 17, 2024",14:30,USD,,3.454M,-0.500M,4.884M
2024-07-17 14:30:00,Gasoline Production,"Wednesday, July 17, 2024",14:30,USD,,-0.751M,,0.239M
2024-07-17 14:30:00,Cushing Crude Oil Inventories,"Wednesday, July 17, 2024",14:30,USD,,-0.875M,,-0.702M
2024-07-17 14:30:00,Crude Oil Imports,"Wednesday, July 17, 2024",14:30,USD,,0.312M,,0.615M
2024-07-17 14:30:00,EIA Refinery Crude Runs (WoW),"Wednesday, July 17, 2024",14:30,USD,,-0.181M,,0.317M
2024-07-17 14:30:00,Crude Oil Inventories,"Wednesday, July 17, 2024",14:30,USD,,-4.870M,-0.900M,-3.443M
2024-07-17 14:30:00,Distillate Fuel Production,"Wednesday, July 17, 2024",14:30,USD,,0.101M,,0.022M
2024-07-17 15:00:00,Atlanta Fed GDPNow (Q2),"Wednesday, July 17, 2024",15:00,USD,,2.70%,2.50%,2.50%
2024-07-17 17:00:00,20-Year Bond Auction,"Wednesday, July 17, 2024",17:00,USD,,4.47%,,4.45%
2024-07-17 18:00:00,Beige Book,"Wednesday, July 17, 2024",18:00,USD,,,,
2024-07-18 12:30:00,Philly Fed Prices Paid (Jul),"Thursday, July 18, 2024",12:30,USD,,19.8,,22.5
2024-07-18 12:30:00,Philly Fed New Orders (Jul),"Thursday, July 18, 2024",12:30,USD,,20.7,,-2.2
2024-07-18 12:30:00,Philly Fed Employment (Jul),"Thursday, July 18, 2024",12:30,USD,,15.2,,-2.5
2024-07-18 12:30:00,Philly Fed CAPEX Index (Jul),"Thursday, July 18, 2024",12:30,USD,,7.4,,12.1
2024-07-18 12:30:00,Initial Jobless Claims,"Thursday, July 18, 2024",12:30,USD,,243K,229K,223K
2024-07-18 12:30:00,Philadelphia Fed Manufacturing Index (Jul),"Thursday, July 18, 2024",12:30,USD,,13.9,2.7,1.3
