"",Datetime,Side,Signal Open Price,Entry Price,TP Price,SL Price,Result,Duration,Execution Latency,ROI,NAV,Ignore Reason,Daily Return
28,2024-01-22 01:00:00,Sell,41355.0,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,110946.088438,"Two open trades, last one with different side",1.329030
29,2024-01-22 18:00:00,Sell,39815.0,39870.74100,39312.550626,40389.060633,1,13:03:00,00:20:00,1.32903,112420.595393,"",1.329030
30,2024-01-23 17:00:00,Sell,39352.2,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,112420.595393,"",0.000000
31,2024-01-24 17:00:00,Buy,39816.6,39760.85676,40317.508755,39243.965622,1,38:58:00,00:07:00,1.32903,113914.698989,"",1.329030
32,2024-01-25 13:00:00,Sell,40035.6,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,113914.698989,Signal around economic event,0.000000
33,2024-01-26 01:00:00,Sell,40133.9,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,113914.698989,Signal around economic event,1.329030
34,2024-01-26 17:00:00,Sell,42118.3,42177.26562,41586.783901,42725.570073,1,13:26:00,00:05:00,1.32903,115428.659672,"",1.329030
35,2024-01-27 01:00:00,Buy,41862.8,41804.19208,42389.450769,41260.737583,1,24:56:00,00:27:00,1.32903,116962.74135,"",1.329030
36,2024-01-27 17:00:00,Buy,41780.8,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,116962.74135,One open trade with the same side,1.329030
37,2024-01-28 01:00:00,Buy,42099.9,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,116962.74135,One open trade with the same side,0.000000
38,2024-01-28 17:00:00,Sell,42082.9,NaN,NaN,NaN,Not Filled,00:00:00,00:00:00,0,116962.74135,"",0.000000
39,2024-01-30 09:00:00,Sell,43431.7,43492.50438,42883.609319,44057.906937,1,12:30:00,00:18:00,1.32903,118517.211435,"",-0.058245
40,2024-01-30 12:00:00,Sell,43233.1,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,118517.211435,One open trade with the same side,-0.058245
41,2024-01-30 17:00:00,Buy,43445.7,43384.87602,43992.264284,42820.872632,-1,04:54:00,00:07:00,-1.36908,116894.615842,"",-0.058245
42,2024-01-31 17:00:00,Sell,43538.3,NaN,NaN,NaN,Ignored,00:00:00,00:00:00,0,116894.615842,Signal around economic event,0.000000
